https://www.kaggle.com/xiaoml/low-ram-bag-of-apps-python,D://crw_data//df.apply\source10,D://crw_data//df.apply\source10\code\pd.Series.map_replace_replace0.py,"writer.writerow([url,63,""app_ev['app_id'].map(app_lab)"",""app_ev['app_id'].replace(app_lab)"",t1,t2,'pd.Series.map','pd.Series.replace'])",TypeError: Cannot compare types \'ndarray(dtype=int64)\' and \'int\'
https://www.kaggle.com/brandao/test-6,D://crw_data//df.apply\source107,D://crw_data//df.apply\source107\code\pd.DataFrame.apply_where_replace0.py,"writer.writerow([url,19,""df.apply(lambdarow:row['action_type']ifactiontypes[row['action_type']]>\t20elserow['combined_shot_type'],axis=1)"",""actiontypes[df['action_type']].apply(lambdarow:row['action_type']ifrow>\t20elserow['combined_shot_type'])"",t1,t2,'pd.DataFrame.apply','pd.Series.apply'])","TypeError: \'Series\' objects are mutable, thus they cannot be hashed"
https://www.kaggle.com/mikeskim/logmean-imputation,D://crw_data//df.apply\source13,D://crw_data//df.apply\source13\code\pd.Series.apply_map_replace0.py,"writer.writerow([url,49,'logmean_df.apply(mean_fill,axis=1)','logmean_df.map(mean_fill,axis=1)',t1,t2,'pd.Series.apply','pd.Series.map'])",AttributeError: \'DataFrame\' object has no attribute \'map\'
https://www.kaggle.com/mikeskim/logmean-imputation,D://crw_data//df.apply\source13,D://crw_data//df.apply\source13\code\pd.Series.apply_map_replace1.py,"writer.writerow([url,55,""data[date_cols].apply(lambdax:x.fillna(value=data['imputed_values']))"",""data[date_cols].map(lambdax:x.fillna(value=data['imputed_values']))"",t1,t2,'pd.Series.apply','pd.Series.map'])",AttributeError: \'DataFrame\' object has no attribute \'map\'
https://www.kaggle.com/thamagame/titanic-with-learning-curves,D://crw_data//df.apply\source14,D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace0.py,"writer.writerow([url,21,'colonne.fillna(moyenne)','colonne.combine_first(colonne.applymap(lambdax:moyenne))',t1,t2,'pd.DataFrame.fillna','pd.DataFrame.combine_first'])",AttributeError: \'Series\' object has no attribute \'applymap\'
https://www.kaggle.com/thamagame/titanic-with-learning-curves,D://crw_data//df.apply\source14,D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace1.py,"writer.writerow([url,50,""dataFrame['Cabin'].fillna(0)"",""dataFrame['Cabin'].combine_first(dataFrame['Cabin'].applymap(lambdax:0))"",t1,t2,'pd.DataFrame.fillna','pd.DataFrame.combine_first'])",AttributeError: \'Series\' object has no attribute \'applymap\'
https://www.kaggle.com/thamagame/titanic-with-learning-curves,D://crw_data//df.apply\source14,D://crw_data//df.apply\source14\code\pd.DataFrame.fillna_replace2.py,"writer.writerow([url,56,""dataFrame['Embarked'].fillna('S')"",""dataFrame['Embarked'].combine_first(dataFrame['Embarked'].applymap(lambdax:'S'))"",t1,t2,'pd.DataFrame.fillna','pd.DataFrame.combine_first'])",AttributeError: \'Series\' object has no attribute \'applymap\'
https://www.kaggle.com/thamagame/titanic-with-learning-curves,D://crw_data//df.apply\source14,D://crw_data//df.apply\source14\code\pd.Series.apply_map_replace0.py,"writer.writerow([url,14,'df.apply(np.random.shuffle,axis=axis)','df.map(np.random.shuffle,axis=axis)',t1,t2,'pd.Series.apply','pd.Series.map'])",AttributeError: \'DataFrame\' object has no attribute \'map\'
https://www.kaggle.com/nlothian/adversarial-validation,D://crw_data//df.apply\source17,D://crw_data//df.apply\source17\code\pd.Series.apply_map_replace0.py,"writer.writerow([url,80,'df.apply(process,axis=1)','df.map(process,axis=1)',t1,t2,'pd.Series.apply','pd.Series.map'])",AttributeError: \'DataFrame\' object has no attribute \'map\'
https://www.kaggle.com/amazone/lightgbm-regressor,D://crw_data//df.apply\source20,D://crw_data//df.apply\source20\code\pd.DataFrame.apply_where_replace0.py,"writer.writerow([url,31,""df.apply(lambdarow:1ifrow['month']==1androw['day']==1orrow[\t'month']==7androw['day']==4orrow['month']==11androw['day']==\t11orrow['month']==12androw['day']==25orrow['month']==1and\trow['day']>=15androw['day']<=21androw['weekday']==0orrow[\t'month']==2androw['day']>=15androw['day']<=21androw[\t'weekday']==0orrow['month']==5androw['day']>=25androw['day'\t]<=31androw['weekday']==0orrow['month']==9androw['day']>=\t1androw['day']<=7androw['weekday']==0orrow['month']==10and\trow['day']>=8androw['day']<=14androw['weekday']==0orrow[\t'month']==11androw['day']>=22androw['day']<=28androw[\t'weekday']==3else0,axis=1)"",""df['month']==1anddf['day']==1ordf[\t'month']==7anddf['day']==4ordf['month']==11anddf['day']==\t11ordf['month']==12anddf['day']==25ordf['month']==1and\tdf['day']>=15anddf['day']<=21anddf['weekday']==0ordf[\t'month']==2anddf['day']>=15anddf['day']<=21anddf[\t'weekday']==0ordf['month']==5anddf['day']>=25anddf['day'\t]<=31anddf['weekday']==0ordf['month']==9anddf['day']>=\t1anddf['day']<=7anddf['weekday']==0ordf['month']==10and\tdf['day']>=8anddf['day']<=14anddf['weekday']==0ordf[\t'month']==11anddf['day']>=22anddf['day']<=28anddf[\t'weekday'].apply(lambdarow:1ifrow==3else0)"",t1,t2,'pd.DataFrame.apply','pd.Series.apply'])","ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
