2,airbnb-recruiting-new-user-bookings,D://crw_data//df.iloc\source73,"np.column_stack((ids, cts))","np.vstack((ids.T, cts.T)).T",np.column_stack,np.vstack
2,airbnb-recruiting-new-user-bookings,D://crw_data//np.argsort\source56,df_all.isnull().sum(),"np.count_nonzero(df_all.isnull(),)",np.ndarray.sum,np.count_nonzero
2,airbnb-recruiting-new-user-bookings,D://crw_data//np.argsort\source90,"np.where(np.logical_or(av < 14, av > 90), -1, av)",(av).map(lambda x : 2015 - av if x >= 1900 else  av).values,np.where,pd.Series.map
2,airbnb-recruiting-new-user-bookings,D://crw_data//np.argsort\source37,"np.where(np.logical_or(av < 14, av > 100), -1, av)","pd.DataFrame(df.y.values).apply(lambda x : x < eps).replace({True: 0,False: df.y.values - eps}).values.flatten()",np.where,pd.DataFrame.apply
2,airbnb-recruiting-new-user-bookings,D://crw_data//np.argsort\source56,"df_all.gender.replace('-unknown-', np.nan, inplace=True)","df_all.gender.map('-unknown-', np.nan, inplace=True)",pd.Series.replace,pd.Series.map
2,allstate-claims-severity,D://crw_data//df.iloc\source56,np.column_stack(features),np.transpose(features),np.column_stack,np.transpose
2,allstate-claims-severity,D://crw_data//df.iloc\source56,np.column_stack(features),np.transpose(features),np.column_stack,np.transpose
2,allstate-claims-severity,D://crw_data//np.hstack\source53,"np.vstack((catData, temp))","np.concatenate((catData, temp), axis=0)",np.vstack,np.concatenate
2,allstate-claims-severity,D://crw_data//pd.concat\source797,x.fillna(x.mean()),x.combine_first(x.applymap(lambda x: x.mean())),pd.DataFrame.fillna,pd.DataFrame.combine_first
2,allstate-claims-severity,D://crw_data//np.abs\source108,"train_test.iloc[:ntrain, :]","train_test.iat[:ntrain, :]",pd.DataFrame.iloc,pd.DataFrame.iat
2,allstate-claims-severity,D://crw_data//np.array\source575,"c.loc[:, (c.columns.str.startswith('cat'))]","c.ix[:, (c.columns.str.startswith('cat'))]",pd.DataFrame.loc,pd.DataFrame.ix
2,allstate-claims-severity,D://crw_data//np.array\source888,train[cat_features[c]].astype('category'),train[cat_features[c]].apply('category'),pd.Series.astype,pd.Series.apply
2,allstate-claims-severity,D://crw_data//np.array\source872,train_test[cat_features[c]].astype('category'),train_test[cat_features[c]].apply('category'),pd.Series.astype,pd.Series.apply
2,allstate-claims-severity,D://crw_data//np.vectorize\source5,"c.replace('cat', 'bool')","c.map('cat', 'bool')",pd.Series.replace,pd.Series.map
2,bnp-paribas-cardif-claims-management,D://crw_data//np.array\source331,"np.array(train[i], dtype=str)","np.fromiter(train[i], dtype=str)",np.array,np.fromiter
2,bnp-paribas-cardif-claims-management,D://crw_data//np.array\source331,"np.array(test[i], dtype=str)","np.fromiter(test[i], dtype=str)",np.array,np.fromiter
2,bnp-paribas-cardif-claims-management,D://crw_data//np.arange\source345,all_data.iloc[:num_train],all_data.iat[:num_train],pd.DataFrame.iloc,pd.DataFrame.iat
2,bnp-paribas-cardif-claims-management,D://crw_data//df.sum\source5,pd.isnull(train).astype(int),pd.isnull(train).apply(int),pd.Series.astype,pd.Series.apply
2,bnp-paribas-cardif-claims-management,D://crw_data//np.array\source199,test.astype(float),test.apply(float),pd.Series.astype,pd.Series.apply
2,catch-me-if-you-can-intruder-detection-through-webpage-session-tracking2,D://crw_data//df.iloc\source79,"X[:, self.left:self.right].astype(int)","X[:, self.left:self.right].apply(int)",pd.Series.astype,pd.Series.apply
2,catch-me-if-you-can-intruder-detection-through-webpage-session-tracking2,D://crw_data//df.iloc\source79,"X[:, self.left:self.right].astype(int)","X[:, self.left:self.right].apply(int)",pd.Series.astype,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//np.arange\source33,np.sum((np.log1p(tr_preds) - np.log1p(tr_test_y)) ** 2),"np.einsum('i->',np)",np.ndarray.sum,np.einsum
2,caterpillar-tube-pricing,D://crw_data//df.apply\source25,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//df.apply\source60,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//df.apply\source80,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//df.apply\source25,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//df.apply\source60,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
2,caterpillar-tube-pricing,D://crw_data//df.apply\source80,"df.apply(lambda row: row[field] if row[field] in filtered else float('NaN'),	    axis=1)", df[field].apply(lambda row:row if row in filtered else float('NaN')),pd.DataFrame.apply,pd.Series.apply
